loanID,loanPerformance,loanPerformNum,loanDateOpened,appAge,appChkSv,appFinanceCo,appIncome,appMaritalStatus,appOcc,appResidence,appOrigScore,appTimeAddress,cb90Ever,cbFICO,cbInq5Mos,cbMosAvg,cbMosDlq,cbMosInq,cbPctGood,cbTimeFile,cbTimeFileYears,cbUtilizn,dealLoanToVal,dealPctDown,dealNewUsed,sampwt,target
AL120013671-08841,Delq 3+ cycles,4,2006-12-10 Sun,,Chk & Sv,National,"2,500.00",DI,f,Renting,205,3,0,660,10,,,0,100,22,1,,48.4,51.6,Used,4.124,0
AL120013758-05501,Paid as agreed,7,2007-05-19 Sat,24,Checking,National,"2,500.00",M,y,Renting,181,2,2,584,7,35,4,0,50,51,4,78,85.3,14.7,New,47.37,1
AL120013765-04211,Paid as agreed,7,2006-07-03 Mon,25,Chk & Sv,Unsecured,"1,480.00",M,e,Owns Home,210,0,0,690,3,1,,1,100,50,4,,95.1,4.9,New,28.341,1
AL120013887-06539,Charged-off,3,2007-03-14 Wed,28,Chk & Sv,National,"2,500.00",M,g,Owns Home,192,2,0,649,4,39,44,0,78,63,5,83,85.3,14.7,New,1.007,0
AL120013997-06114,Paid as agreed,7,2007-04-16 Mon,44,Chk & Sv,Unsecured,"4,481.00",SI,g,Owns Home,172,5,4,563,3,,3,0,27,220,18,92,76.5,23.5,Used,41.762,1
AL120014298-05804,Paid as agreed,7,2006-10-27 Fri,28,Checking,National,"2,100.00",LT,y,Owns Home,204,4,2,692,1,,47,0,56,83,6,39,69.3,30.7,Used,28.341,1
AL120014344-07293,Delq 3+ cycles,4,2007-04-08 Sun,20,Chk & Sv,Retail,945,M,g,Sublease,194,1,0,628,2,26,,0,100,33,2,,78.6,21.4,New,1.007,0
AL120014763-05209,Paid as agreed,7,2006-07-13 Thu,32,Checking,National,"2,715.00",SI,y,Owns Home,209,0,0,693,5,,,0,100,139,11,29,77.7,22.3,New,28.341,1
AL120014774-05495,Paid as agreed,7,2006-11-27 Mon,43,None,National,"1,417.00",M,w,Renting,155,2,6,506,6,3,1,0,0,123,10,100,61.8,38.2,New,40.303,1
AL120014790-05755,Paid as agreed,7,2006-08-11 Fri,27,Chk & Sv,Unsecured,"1,818.00",LT,g,Renting,199,3,0,657,2,19,,0,100,84,7,77,91.1,8.9,Used,28.341,1
AL120015064-08403,Delq 3+ cycles,4,2006-10-01 Sun,25,Checking,National,"1,700.00",SI,k,Renting,222,2,0,729,2,,,0,100,52,4,49,81.9,18.1,Used,1.1,0
AL120015178-07386,Charged-off,3,2007-04-04 Wed,20,Checking,National,"1,191.00",M,g,Parents,189,11,0,605,4,1,13,0,0,22,1,42,89.7,10.3,New,4.163,0
AL120015222-07942,Delq 3+ cycles,4,2006-08-18 Fri,36,Chk & Sv,Home Equity,"2,000.00",M,f,Parents,246,12,0,781,2,1,,0,100,194,16,0,87.8,12.2,New,0.631,0
AL120015509-06364,Paid as agreed,7,2006-07-27 Thu,54,Checking,Unknown,"4,649.00",LT,y,Owns Home,219,18,0,712,3,,78,0,86,211,17,31,62.1,37.9,Used,28.341,1
AL120015527-08313,Charged-off,3,2006-12-21 Thu,30,Chk & Sv,Unsecured,"2,000.00",DI,b,Renting,187,2,1,623,4,2,34,0,88,85,7,64,76.1,23.9,Used,1.18,0
AL120015533-07797,Delq 3+ cycles,4,2007-04-19 Thu,41,Chk & Sv,Unknown,"33,500.00",M,g,Owns Home,178,3,4,579,6,8,1,0,67,160,13,58,93.3,6.7,New,7.945,0
AL120015582-08515,Delq 3+ cycles,4,2006-10-12 Thu,55,Chk & Sv,National,"5,300.00",SI,y,Owns Home,184,4,0,613,20,,,0,100,11,0,95,90.9,9.1,Used,1.18,0
AL120015632-04322,Paid as agreed,7,2006-07-09 Sun,35,Checking,National,"4,500.00",SP,f,Owns Home,193,2,0,629,10,,4,0,77,126,10,,80.4,19.6,New,45.987,1
AL120015852-05808,Paid as agreed,7,2006-10-12 Thu,33,Chk & Sv,Unknown,"3,000.00",DI,r,Owns Home,218,2,0,735,2,29,,0,100,116,9,55,78.9,21.1,Used,28.341,1
AL120016041-08383,Delq 3+ cycles,4,2007-03-24 Sat,69,Chk & Sv,Unsecured,"2,950.00",SI,e,Owns Home,192,12,1,621,29,,8,0,57,102,8,56,79.8,20.2,Used,1.007,0
AL120016126-05938,Paid as agreed,7,2007-06-07 Thu,,Chk & Sv,National,"1,265.00",DI,y,Parents,211,15,0,709,1,,,0,100,51,4,,95.4,4.6,Used,28.341,1
AL120016330-08015,Charged-off,3,2006-07-17 Mon,19,Checking,National,"1,000.00",SI,p,Parents,187,8,1,618,6,13,7,0,0,12,1,,68.9,31.1,Used,1.18,0
AL120016385-06433,Paid as agreed,7,2006-09-18 Mon,19,Chk & Sv,National,867,LT,f,Parents,206,2,0,680,14,15,,0,100,14,1,5,91.9,8.1,Used,44.127,1
AL120016425-05239,Paid as agreed,7,2007-06-10 Sun,60,Chk & Sv,Retail,"1,761.00",M,g,Owns Home,184,15,0,620,4,2,,0,100,82,6,,77.1,22.9,New,45.703,1
AL120016579-05323,Paid as agreed,7,2006-12-13 Wed,35,Checking,Home Equity,"2,475.00",M,e,Owns Home,173,0,1,538,7,2,0,0,60,154,12,66,88.4,11.6,New,28.341,1
AL120016584-04885,Paid as agreed,7,2006-08-26 Sat,57,Savings,Unsecured,"2,500.00",M,k,Owns Home,179,25,0,,1,,,0,,0,0,,63.6,36.4,New,28.341,1
AL120016625-06275,Paid as agreed,7,2006-12-10 Sun,29,Checking,Unsecured,"1,650.00",SI,f,Renting,188,2,4,575,13,38,3,1,56,94,7,50,77,23,Used,28.341,1
AL120016637-06045,Paid as agreed,7,2007-02-20 Tue,56,Chk & Sv,Unsecured,"1,800.00",SP,g,Owns Home,223,13,0,677,1,,80,2,86,137,11,,62.1,37.9,Used,28.341,1
AL120016674-06873,Delq 3+ cycles,4,2007-06-27 Wed,35,Checking,National,"4,250.00",M,b,Owns Home,200,3,0,662,2,,,0,100,50,4,26,92.7,7.3,New,1.007,0
AL120016728-05472,Paid as agreed,7,2006-12-07 Thu,25,Chk & Sv,Unknown,"1,516.00",M,b,Renting,168,1,0,,8,2,,0,,0,0,,79.8,20.2,New,47.453,1
AL120016742-07973,Delq 3+ cycles,4,2007-05-23 Wed,35,Chk & Sv,National,"2,600.00",SP,y,Owns Home,212,10,0,674,5,9,,0,100,112,9,48,86.2,13.8,Used,0.616,0
AL120016757-07813,Charged-off,3,2007-03-03 Sat,34,Checking,National,"1,400.00",M,k,Owns Home,194,6,3,641,10,10,25,0,40,127,10,438,82.8,17.2,New,12.894,0
AL120016762-06692,Delq 3+ cycles,4,2006-12-28 Thu,25,Chk & Sv,Unsecured,"1,472.00",M,g,Renting,201,0,0,628,1,,13,3,67,33,2,100,71.3,28.7,New,1.007,0
AL120016782-05679,Paid as agreed,7,2007-02-17 Sat,44,Chk & Sv,National,"9,166.00",SI,f,Owns Home,225,44,0,718,0,,43,,94,94,7,35,91.1,8.9,Used,28.341,1
AL120016926-05092,Paid as agreed,7,2007-06-06 Wed,27,None,National,"3,033.00",M,k,Renting,185,0,1,583,10,55,1,0,40,89,7,36,63.5,36.5,New,43.371,1
AL120016973-05197,Paid as agreed,7,2007-06-07 Thu,35,Chk & Sv,National,"1,528.00",M,y,Owns Home,241,11,0,773,3,33,,0,100,154,12,10,74.5,25.5,New,28.341,1
AL120017088-07396,Charged-off,3,2006-11-24 Fri,29,Chk & Sv,Unsecured,"17,400.00",M,f,Owns Home,222,10,0,673,6,,,0,100,126,10,79,96.7,3.3,New,1.332,0
AL120017109-08876,Delq 3+ cycles,4,2007-04-23 Mon,31,Checking,Unknown,"6,500.00",DI,g,Owns Home,185,2,0,628,3,,23,0,91,116,9,50,94.2,5.8,Used,3.161,0
AL120017212-05964,Paid as agreed,7,2007-03-21 Wed,42,None,National,"2,500.00",SI,y,Owns Home,237,8,0,761,0,2,,7,100,215,17,17,86.1,13.9,Used,28.341,1
AL120017317-04339,Paid as agreed,7,2006-07-11 Tue,28,Chk & Sv,Unsecured,"3,658.00",LT,f,Owns Home,185,8,0,627,12,16,6,0,75,75,6,80,95.3,4.7,New,39.878,1
AL120017460-08631,Charged-off,3,2006-10-28 Sat,66,Savings,National,"1,200.00",DI,w,Owns Home,196,47,0,621,4,,19,0,86,93,7,89,94.3,5.7,Used,11.432,0
AL120017469-05839,Paid as agreed,7,2006-07-26 Wed,39,Checking,Unsecured,"1,600.00",M,g,Renting,177,1,3,582,10,31,1,0,67,584,48,77,71.7,28.3,Used,43.178,1
AL120017541-06221,Paid as agreed,7,2006-11-02 Thu,62,Chk & Sv,National,960,M,w,Owns Home,225,20,0,742,3,,,0,100,205,17,18,71.6,28.4,Used,50.034,1
AL120017591-04648,Paid as agreed,7,2007-02-04 Sun,25,Chk & Sv,Retail,"3,202.00",M,f,Owns Home,194,2,0,612,1,50,5,1,63,40,3,55,91.4,8.6,New,28.341,1
AL120017769-04413,Paid as agreed,7,2007-05-24 Thu,30,Chk & Sv,National,"1,650.00",M,g,Renting,227,1,0,760,5,,,0,100,95,7,0,69.3,30.7,New,28.341,1
AL120017885-05888,Paid as agreed,7,2007-05-16 Wed,36,Chk & Sv,Home Equity,"3,500.00",SI,f,Owns Home,216,2,0,713,0,,,6,100,167,13,40,73.2,26.8,Used,28.341,1
AL120017944-05617,Paid as agreed,7,2007-01-03 Wed,28,Checking,Unsecured,"3,100.00",DI,w,Owns Home,214,7,0,692,5,9,,0,100,87,7,32,86.8,13.2,Used,45.524,1
AL120018072-07312,Delq 3+ cycles,4,2006-12-02 Sat,24,Checking,National,"1,630.00",M,f,Parents,182,20,1,584,14,,1,0,60,63,5,,85.6,14.4,New,11.981,0
AL120018076-08497,Delq 3+ cycles,4,2006-12-25 Mon,27,Checking,Home Equity,"1,541.00",SI,y,Parents,170,6,3,555,4,48,2,0,62,89,7,119,74.6,25.4,Used,3.392,0
AL120018745-07777,Delq 3+ cycles,4,2007-04-09 Mon,19,Chk & Sv,Unknown,"1,200.00",LT,w,Parents,196,7,0,644,7,,,0,100,16,1,,54.5,45.5,New,2.794,0
AL120018822-07244,Charged-off,3,2007-03-27 Tue,30,Checking,Home Equity,"1,670.00",M,g,Renting,185,0,0,622,7,,,0,100,195,16,91,94.2,5.8,New,7.049,0
AL120018822-07442,Delq 3+ cycles,4,2006-09-24 Sun,38,Checking,Home Equity,"4,000.00",M,o,Renting,194,5,1,631,4,,22,0,83,101,8,74,96.8,3.2,New,1.876,0
AL120018964-07446,Delq 3+ cycles,4,2006-08-11 Fri,31,Chk & Sv,National,"2,700.00",M,p,Owns Home,231,8,0,786,4,7,,0,100,350,29,3,94.4,5.6,New,1.007,0
AL120019090-05443,Paid as agreed,7,2007-02-18 Sun,,Chk & Sv,National,"1,050.00",DI,f,Parents,221,3,0,707,2,2,,0,100,76,6,100,74.8,25.2,New,49.688,1
AL120019309-08989,Delq 3+ cycles,4,2007-03-26 Mon,29,Chk & Sv,Home Equity,"4,550.00",SI,g,Owns Home,180,6,1,599,8,,30,0,87,42,3,93,92.2,7.8,Used,15.541,0
AL120019638-06464,Paid as agreed,7,2006-07-22 Sat,36,Savings,Unknown,"1,400.00",DI,f,Renting,188,2,0,,7,,,0,,7,0,,76.8,23.2,Used,46.418,1
AL120019765-08659,Delq 3+ cycles,4,2006-09-11 Mon,20,Chk & Sv,Unsecured,"1,900.00",DI,e,Renting,170,6,0,556,5,,12,0,89,27,2,103,84,16,Used,1.007,0
AL120019854-08688,Charged-off,3,2007-06-16 Sat,28,Chk & Sv,Unknown,"1,200.00",LT,g,Owns Home,169,28,0,579,4,,11,0,89,32,2,,80.6,19.4,Used,1.007,0
AL120019876-06047,Paid as agreed,7,2006-11-14 Tue,56,Savings,Unknown,"2,600.00",DI,y,Owns Home,205,3,0,689,1,,,1,100,29,2,,79.1,20.9,Used,28.341,1
AL120020054-06401,Paid as agreed,7,2006-11-02 Thu,52,Chk & Sv,National,"1,888.00",SI,o,Owns Home,187,1,7,609,1,2,2,1,65,280,23,49,85.5,14.5,Used,49.921,1
AL120020095-08922,Delq 3+ cycles,4,2007-05-20 Sun,39,Chk & Sv,Home Equity,"4,463.00",DI,f,Owns Home,212,1,0,697,5,2,,0,100,158,13,54,92.9,7.1,Used,0.69,0
AL120020137-07120,Charged-off,3,2007-03-26 Mon,26,Checking,National,"1,600.00",M,f,Renting,159,0,1,,4,43,33,0,0,,,,90.6,9.4,New,5.745,0
AL120020155-08734,Delq 3+ cycles,4,2006-09-16 Sat,32,Chk & Sv,National,"1,000.00",M,y,Owns Home,210,4,0,688,6,,,0,100,8,0,0,82.1,17.9,Used,1.007,0
AL120020268-05879,Paid as agreed,7,2007-04-10 Tue,24,Chk & Sv,National,"1,440.00",SP,,Renting,190,0,0,639,2,2,,0,100,49,4,,98.6,1.4,Used,45.497,1
AL120020278-07924,Delq 3+ cycles,4,2007-04-20 Fri,20,None,National,"1,058.00",M,g,Renting,153,0,4,456,17,,2,0,14,22,1,109,90.2,9.8,New,58.438,0
AL120020302-07666,Delq 3+ cycles,4,2007-03-11 Sun,24,Chk & Sv,Unsecured,"1,825.00",M,u,Owns Home,189,12,0,637,15,,,0,100,24,2,,84.4,15.6,New,1.007,0
AL120020459-07576,Delq 3+ cycles,4,2006-09-01 Fri,39,Savings,Home Equity,"2,500.00",SP,g,Owns Home,195,8,0,674,1,,,0,100,12,1,,88.3,11.7,New,1.007,0
AL120020549-04065,Paid as agreed,7,2006-08-24 Thu,36,Chk & Sv,National,"2,700.00",LT,b,Owns Home,175,1,0,567,4,22,2,0,79,120,10,87,90.7,9.3,New,48.017,1
AL120020869-04773,Paid as agreed,7,2006-08-17 Thu,29,Chk & Sv,National,"3,350.00",M,p,Renting,223,2,0,747,2,50,,0,100,81,6,33,73.9,26.1,New,28.341,1
AL120021055-05837,Paid as agreed,7,2006-07-23 Sun,61,Chk & Sv,National,"1,479.00",SI,g,Owns Home,175,23,1,571,9,2,11,0,50,108,9,,68,32,Used,28.341,1
AL120021102-07357,Delq 3+ cycles,4,2006-11-20 Mon,47,Chk & Sv,National,833,M,h,Owns Home,184,6,1,593,12,38,6,0,81,156,13,86,91,9,New,17.357,0
AL120021150-07501,Delq 3+ cycles,4,2006-12-04 Mon,40,Checking,National,"1,700.00",DI,w,Owns Home,184,6,0,587,4,56,1,0,69,70,5,,90.4,9.6,New,1.007,0
AL120021193-06175,Paid as agreed,7,2007-05-25 Fri,43,Checking,Home Equity,"1,176.00",SI,w,Owns Home,187,30,1,635,2,,57,0,83,111,9,93,91.7,8.3,Used,48.707,1
AL120021210-08255,Delq 3+ cycles,4,2007-01-02 Tue,21,Chk & Sv,National,945,DI,p,Parents,185,15,0,625,7,,19,0,83,40,3,69,89.3,10.7,Used,1.007,0
AL120021302-04686,Paid as agreed,7,2007-01-11 Thu,23,Chk & Sv,Home Equity,"3,389.00",M,b,Owns Home,214,2,0,666,5,,,0,100,36,3,84,96.7,3.3,New,28.341,1
AL120021451-07899,Charged-off,3,2006-10-13 Fri,41,Chk & Sv,National,"5,500.00",M,s,Owns Home,176,12,1,555,6,5,1,0,94,167,13,26,99.3,0.7,New,3.478,0
AL120021593-08710,Delq 3+ cycles,4,2006-08-22 Tue,29,Savings,Unsecured,"3,600.00",SP,g,Unknown,199,0,0,652,2,,,0,100,17,1,,81.3,18.7,Used,1.007,0
AL120021674-04513,Paid as agreed,7,2006-10-16 Mon,35,Checking,Unsecured,"2,650.00",M,b,Owns Home,196,2,1,642,4,,52,0,71,90,7,,85.5,14.5,New,47.752,1
AL120021695-04962,Paid as agreed,7,2007-03-06 Tue,43,Checking,National,"2,083.00",M,f,Renting,199,1,2,639,3,,12,0,60,155,12,71,82.1,17.9,New,48.975,1
AL120021965-07348,Delq 3+ cycles,4,2007-01-16 Tue,42,Chk & Sv,National,"3,206.00",M,w,Owns Home,195,14,0,644,1,,,0,100,114,9,93,91.8,8.2,New,1.007,0
AL120022091-05794,Paid as agreed,7,2007-06-13 Wed,46,Chk & Sv,Unsecured,"3,653.00",DI,g,Owns Home,169,8,0,537,4,,0,0,87,180,15,68,90.4,9.6,Used,45.273,1
AL120022156-07594,Charged-off,3,2006-10-28 Sat,33,Checking,National,"2,500.00",M,w,Owns Home,201,5,0,633,8,10,24,0,67,57,4,73,91.4,8.6,New,6.017,0
AL120022490-08283,Charged-off,3,2006-07-17 Mon,26,Chk & Sv,Unsecured,880,LT,u,Parents,165,4,1,541,2,1,2,0,33,44,3,38,82.7,17.3,Used,1.007,0
AL120022781-04036,Paid as agreed,7,2006-07-17 Mon,24,Checking,National,"2,500.00",M,y,Renting,232,2,0,744,3,2,,0,100,49,4,24,78.3,21.7,New,28.341,1
AL120022972-08185,Charged-off,3,2007-02-26 Mon,24,Checking,National,"1,333.00",SI,y,Owns Home,201,0,0,628,20,3,13,0,80,42,3,0,85.6,14.4,Used,1.007,0
AL120023007-08103,Delq 3+ cycles,4,2007-04-25 Wed,22,Chk & Sv,National,"1,750.00",DI,s,Parents,188,22,1,617,2,17,1,0,80,52,4,0,89.3,10.7,Used,1.007,0
AL120023062-04114,Paid as agreed,7,2007-03-21 Wed,72,Chk & Sv,National,"1,379.00",M,b,Owns Home,248,27,0,782,0,5,70,,91,435,36,19,81.6,18.4,New,28.341,1
AL120023066-06724,Charged-off,3,2007-06-13 Wed,55,Chk & Sv,Unsecured,"3,333.00",M,y,Owns Home,210,20,0,706,2,6,19,0,90,161,13,46,87.3,12.7,New,0.359,0
AL120023088-04420,Paid as agreed,7,2007-06-06 Wed,41,Checking,National,"1,500.00",M,g,Owns Home,217,6,0,695,2,7,19,0,64,78,6,48,84.9,15.1,New,28.341,1
AL120023153-05498,Paid as agreed,7,2006-11-18 Sat,53,Checking,Home Equity,"2,044.00",DI,g,Renting,180,16,0,589,9,12,3,0,86,103,8,66,85.7,14.3,New,46.21,1
AL120023223-07618,Delq 3+ cycles,4,2006-10-09 Mon,20,Checking,Unsecured,"1,700.00",M,s,Parents,179,1,1,576,4,,7,0,67,24,2,100,88.8,11.2,New,1.007,0
AL120023271-08740,Charged-off,3,2007-02-26 Mon,28,Chk & Sv,Unsecured,"1,274.00",SI,f,Owns Home,179,0,0,558,1,7,2,0,87,87,7,,83.6,16.4,Used,1.007,0
AL120023317-07827,Charged-off,3,2007-01-11 Thu,25,Checking,National,"2,223.00",M,w,Renting,201,1,0,636,4,,,0,100,20,1,,90.5,9.5,New,5.278,0
AL120023377-08114,Delq 3+ cycles,4,2006-12-06 Wed,37,Checking,National,"1,700.00",SI,b,Renting,182,8,0,594,3,,,0,80,72,6,83,80.4,19.6,Used,1.007,0
AL120023380-07919,Delq 3+ cycles,4,2006-12-06 Wed,24,Checking,National,"1,500.00",M,f,Renting,174,1,0,572,6,,,0,100,30,2,98,86.9,13.1,New,8.023,0
AL120023386-08504,Charged-off,3,2006-12-01 Fri,20,Checking,Unsecured,"1,200.00",DI,w,Renting,188,1,0,607,8,,23,0,80,26,2,60,88.2,11.8,Used,36.135,0
AL120023427-06197,Paid as agreed,7,2007-06-17 Sun,23,Chk & Sv,National,860,M,p,Parents,212,23,0,699,2,,,0,100,36,3,63,83.2,16.8,Used,49.748,1
AL120023445-07574,Delq 3+ cycles,4,2006-09-20 Wed,24,None,Home Equity,"1,667.00",M,g,Renting,191,0,0,643,2,18,7,0,80,97,8,55,85.9,14.1,New,1.007,0
AL120023450-08010,Charged-off,3,2006-09-08 Fri,19,Checking,National,"1,300.00",DI,y,Parents,190,19,0,655,8,1,,0,100,272,22,,87,13,Used,1.007,0
AL120023471-05876,Paid as agreed,7,2006-08-09 Wed,53,Checking,Home Equity,"2,666.00",DI,b,Owns Home,212,18,0,680,1,,,0,100,120,10,,85.6,14.4,Used,28.341,1
AL120023838-08943,Delq 3+ cycles,4,2006-12-05 Tue,41,None,Home Equity,"3,300.00",SI,s,Owns Home,201,20,0,675,4,5,12,0,95,244,20,33,100,0,Used,2.414,0
AL120023840-04806,Paid as agreed,7,2006-10-20 Fri,21,Chk & Sv,Unsecured,"1,150.00",M,f,Renting,167,12,1,537,2,,4,0,86,19,1,85,93.8,6.2,New,28.141,1
AL120023892-08973,Delq 3+ cycles,4,2007-04-07 Sat,68,Checking,Home Equity,"2,345.00",SP,b,Renting,196,3,1,,5,0,28,0,33,112,9,,45,55,Used,0.547,0
AL120023911-04279,Paid as agreed,7,2006-11-18 Sat,23,Chk & Sv,National,"2,260.00",M,y,Renting,231,1,0,786,1,,,0,100,136,11,4,79.5,20.5,New,28.341,1
AL120024007-08810,Delq 3+ cycles,4,2007-02-08 Thu,,Chk & Sv,National,"2,683.00",M,p,Renting,218,0,0,689,4,4,5,0,86,125,10,26,96,4,Used,1.18,0
AL120024264-06948,Charged-off,3,2006-10-09 Mon,22,None,National,"1,200.00",LT,e,Renting,181,1,0,601,4,1,,0,100,22,1,106,90.4,9.6,New,1.18,0
AL120024363-04149,Paid as agreed,7,2006-11-10 Fri,21,Savings,National,"1,000.00",M,s,Unknown,201,3,0,637,2,,,0,100,40,3,100,90.1,9.9,New,42.022,1
AL120024364-04265,Paid as agreed,7,2007-02-27 Tue,31,Checking,Home Equity,"2,300.00",M,b,Renting,174,4,2,586,2,,1,0,38,110,9,57,94.5,5.5,New,49.405,1
AL120024443-06974,Delq 3+ cycles,4,2006-11-20 Mon,65,Chk & Sv,National,"3,000.00",M,w,Owns Home,199,20,0,660,5,,,0,100,146,12,,95,5,New,1.007,0
AL120024455-08224,Delq 3+ cycles,4,2006-07-17 Mon,20,None,Unknown,878,SI,p,Sublease,193,0,0,,1,28,,1,,1,0,,79.6,20.4,Used,1.007,0
AL120024474-08982,Charged-off,3,2007-06-12 Tue,55,Checking,Unknown,"2,123.00",SI,g,Owns Home,200,5,1,667,1,,28,0,67,118,9,54,84.9,15.1,Used,0.905,0
AL120024500-08461,Charged-off,3,2007-01-11 Thu,34,Checking,Unsecured,"3,000.00",SI,y,Unknown,188,2,1,594,1,,2,0,79,126,10,56,93.8,6.2,Used,1.543,0
AL120024609-07439,Charged-off,3,2006-07-06 Thu,46,None,Retail,"1,459.00",WD,b,Owns Home,213,46,0,679,1,,,2,100,54,4,,88.3,11.7,New,1.007,0
AL120024734-06217,Paid as agreed,7,2006-10-07 Sat,26,Chk & Sv,National,"2,000.00",DI,u,Renting,216,4,0,697,4,,25,0,80,79,6,26,78.4,21.6,Used,49.551,1
AL120024975-04005,Paid as agreed,7,2006-10-07 Sat,25,Checking,Unsecured,"2,600.00",M,e,Renting,181,0,0,587,8,,,0,83,42,3,87,89.5,10.5,New,28.341,1
AL120025036-04146,Paid as agreed,7,2006-10-10 Tue,45,Savings,Home Equity,"2,000.00",WD,e,Owns Home,209,3,0,684,1,,1,3,75,147,12,58,60.3,39.7,New,28.341,1
AL120025081-08482,Delq 3+ cycles,4,2006-08-21 Mon,28,Chk & Sv,Retail,"1,500.00",M,f,Owns Home,185,3,1,614,9,,1,0,71,118,9,98,68.7,31.3,Used,1.007,0
AL120025100-07790,Delq 3+ cycles,4,2007-01-06 Sat,44,Chk & Sv,Unsecured,"2,000.00",M,w,Owns Home,192,1,1,647,0,,,,50,129,10,58,90.6,9.4,New,1.319,0
AL120025197-08669,Delq 3+ cycles,4,2007-04-13 Fri,43,Savings,Unsecured,"1,250.00",SI,p,Sublease,211,8,0,662,4,48,,0,100,106,8,87,77.7,22.3,Used,1.007,0
AL120025982-08246,Delq 3+ cycles,4,2007-04-17 Tue,45,Chk & Sv,Home Equity,"2,000.00",SI,k,Renting,197,0,3,636,3,3,19,0,60,234,19,0,66.1,33.9,Used,0.487,0
AL120026040-06697,Charged-off,3,2006-11-15 Wed,39,Chk & Sv,Unsecured,"2,940.00",M,f,Owns Home,192,3,0,,2,24,,0,,2,0,,89.9,10.1,New,1.007,0
AL120026081-06151,Paid as agreed,7,2006-10-12 Thu,32,None,Home Equity,"5,667.00",M,h,Renting,166,1,0,,1,1,,0,,105,8,,91.4,8.6,Used,47.325,1
AL120026184-08546,Delq 3+ cycles,4,2007-05-24 Thu,21,Chk & Sv,National,"1,400.00",SI,g,Owns Home,188,0,0,614,2,,,0,100,44,3,,89.3,10.7,Used,1.007,0
AL120026207-06177,Paid as agreed,7,2007-05-12 Sat,20,Checking,Unsecured,"1,400.00",SI,b,Parents,158,20,1,542,4,,2,0,0,24,2,,76,24,Used,31.003,1
AL120026257-06805,Delq 3+ cycles,4,2006-09-16 Sat,24,Chk & Sv,National,"2,000.00",M,g,Owns Home,201,1,0,685,2,,,1,100,43,3,50,100,0,New,1.007,0
AL120026463-06906,Charged-off,3,2006-08-19 Sat,29,Chk & Sv,National,"1,600.00",M,b,Parents,164,26,1,488,5,13,1,1,69,98,8,95,93.6,6.4,New,1.18,0
AL120026638-06758,Delq 3+ cycles,4,2006-12-03 Sun,,Chk & Sv,Unsecured,"8,800.00",M,b,Renting,211,0,0,,,6,,,,,,,100,0,New,1.007,0
AL120026699-04512,Paid as agreed,7,2007-03-05 Mon,,Checking,National,"1,600.00",M,f,Renting,165,0,0,536,8,23,1,0,73,69,5,52,96,4,New,35.701,1
AL120026710-05627,Paid as agreed,7,2007-04-15 Sun,32,Savings,Unsecured,"1,733.00",SI,g,Renting,199,1,0,662,4,51,,0,100,38,3,64,92.1,7.9,Used,41.53,1
AL120026894-06707,Delq 3+ cycles,4,2007-02-10 Sat,25,Checking,Home Equity,"2,250.00",SP,e,Owns Home,168,1,0,544,10,,2,0,83,26,2,73,87.7,12.3,New,1.007,0
AL120026923-04561,Paid as agreed,7,2007-06-08 Fri,38,Chk & Sv,Home Equity,"2,608.00",M,g,Owns Home,214,1,0,726,2,,,0,95,183,15,2,67.4,32.6,New,28.341,1
AL120027121-06834,Delq 3+ cycles,4,2006-07-11 Tue,26,Chk & Sv,Unsecured,"1,200.00",M,k,Renting,150,1,2,462,4,,1,0,20,13,1,107,81.5,18.5,New,1.18,0
AL120027142-04843,Paid as agreed,7,2007-01-04 Thu,24,Chk & Sv,Unsecured,"1,750.00",M,p,Owns Home,195,0,0,640,20,,,1,100,67,5,48,83.1,16.9,New,28.341,1
AL120027225-05842,Paid as agreed,7,2007-01-21 Sun,54,Chk & Sv,National,"1,947.00",SP,w,Owns Home,195,21,1,627,9,1,60,0,67,70,5,,67.9,32.1,Used,46.92,1
AL120027243-04725,Paid as agreed,7,2007-04-03 Tue,29,Chk & Sv,National,"2,400.00",M,w,Owns Home,186,2,0,620,4,26,,0,100,63,5,92,91.5,8.5,New,46.455,1
AL120027334-05878,Paid as agreed,7,2006-10-17 Tue,,Chk & Sv,Unsecured,800,SI,y,Parents,193,0,0,,5,,,0,,0,0,,84,16,Used,46.562,1
AL120027441-07953,Delq 3+ cycles,4,2007-06-22 Fri,41,Checking,National,"1,880.00",M,f,Owns Home,161,8,4,537,7,46,2,0,42,95,7,47,89.7,10.3,New,11.646,0
AL120027590-08429,Charged-off,3,2007-06-18 Mon,22,Savings,National,"1,208.00",SP,w,Renting,174,0,4,560,0,76,1,18,14,72,6,100,85.7,14.3,Used,25.082,0
AL120027628-05081,Paid as agreed,7,2007-05-22 Tue,22,Checking,National,"2,083.00",M,u,Renting,195,0,0,603,8,,,0,83,24,2,31,84.5,15.5,New,48.136,1
AL120027723-04781,Paid as agreed,7,2007-06-07 Thu,42,Chk & Sv,Home Equity,"2,500.00",M,k,Owns Home,209,0,0,695,1,,71,0,92,197,16,34,72.6,27.4,New,28.341,1
AL120027782-08799,Charged-off,3,2006-08-16 Wed,49,Checking,National,"2,600.00",LT,y,Renting,182,1,0,619,9,,6,0,78,143,11,37,88.4,11.6,Used,1.007,0
